,Amount Requested,Application Date,Loan Title,Risk_Score,Debt-To-Income Ratio,Zip Code,State,Employment Length,Policy Code
8742,5000.0,2008-02-10,other,553.0,2.12%,605xx,IL,2 years,0.0
8743,15000.0,2008-02-10,debt_consolidation,694.0,35.31%,430xx,OH,6 years,0.0
8744,25000.0,2008-02-10,Diaz755,565.0,1.47%,913xx,CA,2 years,0.0
8745,25000.0,2008-02-10,jackieo,741.0,33.19%,442xx,OH,8 years,0.0
8746,2300.0,2008-02-10,debt_consolidation,694.0,77.25%,781xx,TX,2 years,0.0
8747,15000.0,2008-02-10,nicjoe1102,670.0,7.16%,070xx,NJ,8 years,0.0
8748,17000.0,2008-02-10,MDENHAM,600.0,15.15%,302xx,GA,4 years,0.0
8749,19500.0,2008-02-10,Lala13,656.0,48.96%,140xx,NY,< 1 year,0.0
8750,18000.0,2008-02-10,debt_consolidation,716.0,64.93%,328xx,FL,6 years,0.0
8751,7500.0,2008-02-10,tb1983,668.0,22.99%,018xx,MA,1 year,0.0
8752,17000.0,2008-02-10,debt_consolidation,,100%,065xx,CT,10+ years,0.0
8753,20000.0,2008-02-10,"During our moving to Miami, we made a big mistake of using our credit cards to pay the trip.  They were a quick resource on the way to improve our professional development, now they have hiked up the interest and we would much rather this interest go to an individual than the credit card companies.  This loan will be used strictly pay off these high-interest credit cards.  We are secure candidates for this loan because we have the capacity and responsibility to pay back all the money. Actually we are paying completely and on time our debs, keeping a good credit record, but without any possibility to safe money for our future plans. The loan will help us to improve our credit and have a better and stronger economic start point. We are prepared committed professionals with steady jobs in a promising work environment.  ",679.0,26.97%,331xx,FL,1 year,0.0
8754,10000.0,2008-02-10,debt_consolidation,,100%,750xx,TX,< 1 year,0.0
8755,7000.0,2008-02-10,debt_consolidation,695.0,2.13%,100xx,NY,4 years,0.0
8756,2500.0,2008-02-10,t_lovely33,449.0,16.43%,452xx,OH,< 1 year,0.0
8757,5000.0,2008-02-10,Pay Off the Credit Cards!,650.0,4.7%,982xx,WA,< 1 year,0.0
8758,20000.0,2008-02-10,debt_consolidation,745.0,13.11%,640xx,MO,6 years,0.0
8759,7000.0,2008-02-10,davidhall,439.0,8.53%,234xx,VA,1 year,0.0
8760,10000.0,2008-02-10,Lucky1,461.0,0.76%,212xx,MD,2 years,0.0
8761,18000.0,2008-02-10,Christmas,550.0,14.07%,601xx,IL,< 1 year,0.0
8762,9000.0,2008-02-10,My loan,693.0,0%,328xx,FL,< 1 year,0.0
8763,4000.0,2008-02-10,sheriland12,653.0,12.73%,115xx,NY,2 years,0.0
8764,1500.0,2008-02-10,other,684.0,29.57%,061xx,CT,4 years,0.0
8765,5000.0,2008-02-10,jarydk311,601.0,61.56%,701xx,LA,1 year,0.0
8766,10000.0,2008-02-10,carolyntaggart,707.0,19.76%,926xx,CA,4 years,0.0
8767,10000.0,2008-02-10,debt_consolidation,605.0,9.33%,275xx,NC,2 years,0.0
8768,3700.0,2008-02-10,tarab831,649.0,20.26%,952xx,CA,4 years,0.0
8769,23000.0,2008-02-10,Consolidate Debt/ Business Capital.,665.0,1.89%,100xx,NY,2 years,0.0
8770,9700.0,2008-02-10,Dplis24,691.0,40.61%,890xx,NV,< 1 year,0.0
8771,18500.0,2008-02-10,HOOVIEJUICE,711.0,16.02%,926xx,CA,1 year,0.0
8772,10000.0,2008-02-10,erawson,714.0,63.72%,038xx,NH,2 years,0.0
8773,24000.0,2008-02-10,ABELREVELO,486.0,3.81%,913xx,CA,10+ years,0.0
8774,20000.0,2008-02-10,other,700.0,21.79%,446xx,OH,8 years,0.0
8775,7000.0,2008-02-10,3Dottr,677.0,22.93%,928xx,CA,1 year,0.0
8776,9000.0,2008-02-10,starz,542.0,0%,150xx,PA,< 1 year,0.0
8777,20000.0,2008-02-10,misskittilee,514.0,0%,372xx,TN,1 year,0.0
8778,3000.0,2008-02-10,major_purchase,635.0,2.6%,191xx,PA,4 years,0.0
8779,3000.0,2008-02-10,munchkin973,574.0,20.44%,875xx,NM,10+ years,0.0
8780,5000.0,2008-02-10,phoynak,518.0,13.3%,080xx,NJ,10+ years,0.0
8781,10000.0,2008-02-10,licia295,646.0,24.12%,303xx,GA,2 years,0.0
8782,5000.0,2008-02-10,debt_consolidation,668.0,2.25%,209xx,MD,6 years,0.0
8783,18480.0,2008-02-10,debt_consolidation,658.0,8.33%,751xx,TX,10+ years,0.0
8784,15000.0,2008-02-10,benzman407,643.0,8.27%,327xx,FL,< 1 year,0.0
8785,16000.0,2008-02-10,naythan_t,666.0,29.37%,986xx,WA,1 year,0.0
8786,2000.0,2008-02-10,knockingforopportunity,577.0,13.38%,765xx,TX,10+ years,0.0
8787,20000.0,2008-02-10,debt_consolidation,562.0,6.41%,891xx,NV,2 years,0.0
8788,3500.0,2008-02-10,Help me cross the finish line!,602.0,42.59%,600xx,IL,4 years,0.0
8789,23000.0,2008-02-10,debt_consolidation,708.0,43.38%,975xx,OR,4 years,0.0
8790,6000.0,2008-02-10,thanks4considering,443.0,21.91%,381xx,TN,9 years,0.0
8791,15700.0,2008-02-10,debt_consolidation,,100%,112xx,NY,6 years,0.0
8792,3000.0,2008-02-10,major_purchase,737.0,0%,255xx,WV,< 1 year,0.0
8793,7500.0,2008-02-10,goldhelmet,597.0,28.83%,970xx,OR,9 years,0.0
8794,4000.0,2008-02-10,branders1,604.0,0%,280xx,NC,5 years,0.0
8795,14000.0,2008-02-10,debt_consolidation,679.0,18.67%,770xx,TX,6 years,0.0
8796,4000.0,2008-02-10,sgtdeckard,481.0,0%,356xx,AL,10+ years,0.0
8797,3200.0,2008-02-10,Credit card pay off,641.0,8.72%,331xx,FL,2 years,0.0
8798,20000.0,2008-02-10,debt_consolidation,667.0,26.08%,922xx,CA,10+ years,0.0
8799,8000.0,2008-02-10,MELTER,609.0,6.36%,487xx,MI,3 years,0.0
8800,7500.0,2008-02-10,other,711.0,0.65%,606xx,IL,1 year,0.0
8801,10000.0,2008-02-10,other,,100%,919xx,CA,10+ years,0.0
8802,5000.0,2008-02-11,debt_consolidation,640.0,23.64%,662xx,KS,1 year,0.0
8803,15000.0,2008-02-11,Personal,694.0,29.74%,760xx,TX,10+ years,0.0
8804,12000.0,2008-02-11,kater,686.0,19.53%,471xx,IN,10+ years,0.0
8805,2000.0,2008-02-11,hockeyrules221,0.0,0%,480xx,MI,< 1 year,0.0
8806,6000.0,2008-02-11,livingdeliberately,592.0,1.33%,907xx,CA,3 years,0.0
8807,10000.0,2008-02-11,debt_consolidation,690.0,7.36%,112xx,NY,8 years,0.0
8808,20000.0,2008-02-11,debt_consolidation,658.0,4.51%,207xx,MD,< 1 year,0.0
8809,8000.0,2008-02-11,dredays,649.0,16.02%,480xx,MI,< 1 year,0.0
8810,25000.0,2008-02-11,Debt Consolidation ,652.0,0.5%,303xx,GA,4 years,0.0
8811,11000.0,2008-02-11,debt_consolidation,661.0,23.64%,916xx,CA,4 years,0.0
8812,12400.0,2008-02-11,debt_consolidation,664.0,15.55%,385xx,TN,5 years,0.0
8813,20000.0,2008-02-11,debt_consolidation,647.0,56.2%,178xx,PA,10+ years,0.0
8814,15000.0,2008-02-11,debt_consolidation,687.0,44.8%,641xx,MO,< 1 year,0.0
8815,25000.0,2008-02-11,tweetymom1970,444.0,3.06%,686xx,NE,1 year,0.0
8816,25000.0,2008-02-11,giants,640.0,9295.25%,110xx,NY,4 years,0.0
8817,10000.0,2008-02-11,debt_consolidation,713.0,31.16%,137xx,NY,10+ years,0.0
8818,17000.0,2008-02-11,"Hi, I'd like to consolidate to my debt and stop living check to check. This loan would effectively end that nasty cycle and give me an opportunity to get ahead once again.",716.0,11.45%,334xx,FL,6 years,0.0
8819,10000.0,2008-02-11,home_improvement,698.0,23.95%,919xx,CA,4 years,0.0
8820,20000.0,2008-02-11,james1169,638.0,37.19%,334xx,FL,2 years,0.0
8821,1500.0,2008-02-11,drw36,568.0,3.55%,191xx,PA,3 years,0.0
8822,25000.0,2008-02-11,shelby,594.0,107.12%,342xx,FL,< 1 year,0.0
8823,5000.0,2008-02-11,carlos_33,0.0,0%,980xx,WA,1 year,0.0
8824,9000.0,2008-02-11,brideofchaotica2,373.0,5.48%,801xx,CO,< 1 year,0.0
8825,25000.0,2008-02-11,DiamondNutz,468.0,7.68%,080xx,NM,10+ years,0.0
8826,10000.0,2008-02-11,rizzo775,611.0,17.53%,506xx,IA,1 year,0.0
8827,25000.0,2008-02-11,Malve1,573.0,33.41%,920xx,CA,1 year,0.0
8828,7500.0,2008-02-11,z3328,638.0,20.32%,102xx,NY,< 1 year,0.0
8829,20000.0,2008-02-11,topkick,643.0,34.31%,327xx,FL,2 years,0.0
8830,16000.0,2008-02-11,fandango_61,536.0,16.75%,654xx,MO,10+ years,0.0
8831,12000.0,2008-02-11,mp5666,589.0,4.27%,752xx,TX,< 1 year,0.0
8832,15000.0,2008-02-11,shipleyh,454.0,8.06%,217xx,MD,3 years,0.0
8833,25000.0,2008-02-11,kweequi,652.0,34.94%,928xx,CA,< 1 year,0.0
8834,7000.0,2008-02-11,bdssmith,613.0,3.37%,891xx,NV,2 years,0.0
8835,15000.0,2008-02-11,stowers,626.0,25.48%,028xx,RI,2 years,0.0
8836,7500.0,2008-02-11,showmont,452.0,36.63%,985xx,WA,2 years,0.0
8837,2500.0,2008-02-11,cyn1148,550.0,8.7%,080xx,NJ,5 years,0.0
8838,25000.0,2008-02-11,florida1,524.0,42.02%,347xx,FL,8 years,0.0
8839,7500.0,2008-02-11,RG418,443.0,0%,109xx,NY,< 1 year,0.0
8840,17000.0,2008-02-11,debt_consolidation,643.0,23.53%,913xx,CA,4 years,0.0
8841,15000.0,2008-02-11,Need to consolodate high interest cards,684.0,18.59%,553xx,MN,9 years,0.0
8842,5000.0,2008-02-11,tmcgroup,560.0,3.24%,875xx,NM,6 years,0.0
8843,5000.0,2008-02-11,geoff71,496.0,4.9%,617xx,IL,4 years,0.0
8844,20000.0,2008-02-11,gigismum,639.0,22.5%,021xx,MA,< 1 year,0.0
8845,15000.0,2008-02-11,Credit card refi,715.0,15.99%,035xx,NH,< 1 year,0.0
8846,8500.0,2008-02-11,trader123,551.0,4.65%,115xx,NY,5 years,0.0
8847,25000.0,2008-02-11,drexel1,561.0,21.97%,890xx,NV,6 years,0.0
8848,3000.0,2008-02-11,other,681.0,18.9%,328xx,FL,< 1 year,0.0
8849,25000.0,2008-02-11,Timothy,545.0,21.53%,900xx,CA,5 years,0.0
8850,20000.0,2008-02-11,Mensch2u,705.0,25.62%,330xx,FL,9 years,0.0
8851,25000.0,2008-02-11,GoodGuy1,711.0,5.26%,309xx,GA,3 years,0.0
8852,11500.0,2008-02-11,mjimenez0904,677.0,37.29%,917xx,CA,1 year,0.0
8853,1000.0,2008-02-11,zinrion,0.0,0%,442xx,OH,< 1 year,0.0
8854,25000.0,2008-02-11,NBD22,632.0,27.6%,606xx,IL,< 1 year,0.0
8855,16000.0,2008-02-11,r5332e,664.0,18.31%,891xx,NV,10+ years,0.0
8856,15000.0,2008-02-11,portorin,507.0,7.03%,334xx,FL,10+ years,0.0
8857,3900.0,2008-02-11,blownalkymustang,0.0,0%,425xx,KY,2 years,0.0
8858,20000.0,2008-02-11,dmacrazy,500.0,0.49%,113xx,NY,3 years,0.0
8859,22000.0,2008-02-11,thoward9fin,676.0,47.62%,176xx,PA,10+ years,0.0
8860,12500.0,2008-02-11,bugsop,558.0,26.32%,334xx,FL,4 years,0.0
8861,3000.0,2008-02-11,other,543.0,13.96%,752xx,TX,10+ years,0.0
8862,4200.0,2008-02-11,hotrod69,515.0,58.8%,425xx,KY,6 years,0.0
8863,14000.0,2008-02-11,other,767.0,48.79%,370xx,TN,4 years,0.0
8864,25000.0,2008-02-11,DavidHayes14,536.0,29.16%,334xx,FL,1 year,0.0
8865,5000.0,2008-02-11,jenny74,464.0,29.63%,531xx,WI,2 years,0.0
8866,5000.0,2008-02-11,kap,611.0,9.04%,431xx,OH,8 years,0.0
8867,25000.0,2008-02-11,mturpen,704.0,23.22%,648xx,MO,4 years,0.0
8868,7000.0,2008-02-11,trcq,514.0,18.25%,201xx,VA,2 years,0.0
8869,18000.0,2008-02-11,debt_consolidation,641.0,17.2%,490xx,MI,4 years,0.0
8870,23500.0,2008-02-11,rah47,538.0,7.03%,513xx,IA,10+ years,0.0
8871,25000.0,2008-02-11,EdJohn,667.0,18.7%,930xx,CA,3 years,0.0
8872,5000.0,2008-02-11,3xn,507.0,0%,902xx,CA,2 years,0.0
8873,15000.0,2008-02-11,Existing small business expansion,680.0,18.33%,201xx,VA,10+ years,0.0
8874,20000.0,2008-02-11,kattylei,568.0,6.21%,208xx,MD,4 years,0.0
8875,25000.0,2008-02-11,gibbons,621.0,9.3%,926xx,CA,10+ years,0.0
8876,10000.0,2008-02-11,debt_consolidation,630.0,7.63%,303xx,GA,4 years,0.0
8877,25000.0,2008-02-11,mcobead,557.0,5.58%,328xx,FL,< 1 year,0.0
8878,20000.0,2008-02-11,debt_consolidation,686.0,1.28%,647xx,MO,7 years,0.0
8879,20000.0,2008-02-11,debt_consolidation,649.0,11.39%,713xx,LA,6 years,0.0
8880,10000.0,2008-02-11,burgs3055,605.0,5.63%,194xx,PA,1 year,0.0
8881,6000.0,2008-02-11,mgrobinett,617.0,16.93%,651xx,MO,4 years,0.0
8882,5000.0,2008-02-11,debt_consolidation,682.0,19.4%,597xx,MT,5 years,0.0
8883,25000.0,2008-02-11,cupcakequeen,638.0,42.92%,336xx,FL,3 years,0.0
8884,7500.0,2008-02-11,RV Financing from certified Dealer,653.0,10.96%,956xx,CA,< 1 year,0.0
8885,12000.0,2008-02-11,debt_consolidation,666.0,24.31%,891xx,NV,4 years,0.0
8886,15000.0,2008-02-11,Original Market Trading Software Program,695.0,20.14%,328xx,FL,10+ years,0.0
8887,17000.0,2008-02-11,debt_consolidation,691.0,37.68%,934xx,CA,< 1 year,0.0
8888,20000.0,2008-02-11,Vandrea,567.0,0%,850xx,AZ,< 1 year,0.0
8889,20000.0,2008-02-11,ProITC,542.0,17.99%,950xx,CA,8 years,0.0
8890,10000.0,2008-02-11,home_improvement,693.0,1.83%,655xx,MO,2 years,0.0
8891,10000.0,2008-02-11,bbb,732.0,0%,904xx,CA,10+ years,0.0
8892,15000.0,2008-02-11,debt_consolidation,655.0,3.89%,142xx,NY,10+ years,0.0
8893,13000.0,2008-02-11,debt_consolidation,708.0,28.65%,085xx,NJ,8 years,0.0
8894,11894.96,2008-02-11,debt_consolidation,645.0,48.65%,852xx,AZ,< 1 year,0.0
8895,5500.0,2008-02-11,henley,681.0,12.32%,285xx,NC,2 years,0.0
8896,5000.0,2008-02-11,Teodora,626.0,72.33%,765xx,TX,3 years,0.0
8897,15000.0,2008-02-11,debt_consolidation,616.0,6.05%,953xx,CA,10+ years,0.0
8898,6500.0,2008-02-11,other,652.0,247.14%,782xx,TX,< 1 year,0.0
8899,18000.0,2008-02-11,debt_consolidation,,100%,217xx,MD,4 years,0.0
8900,20000.0,2008-02-11,iamsick1,649.0,12.33%,117xx,NY,< 1 year,0.0
8901,10000.0,2008-02-11,major_purchase,761.0,0.44%,280xx,NC,10+ years,0.0
8902,4500.0,2008-02-11,debt_consolidation,657.0,0%,620xx,IL,10+ years,0.0
8903,7000.0,2008-02-11,other,742.0,26.81%,334xx,FL,10+ years,0.0
8904,7000.0,2008-02-11,crisifus,654.0,3.24%,303xx,GA,2 years,0.0
8905,15000.0,2008-02-11,itsanewpeoriablu,667.0,33.09%,616xx,IL,< 1 year,0.0
8906,13000.0,2008-02-11,debt_consolidation,758.0,19.17%,904xx,CA,8 years,0.0
8907,20000.0,2008-02-11,other,641.0,36.89%,153xx,PA,10+ years,0.0
8908,17000.0,2008-02-11,debt_consolidation,694.0,27.23%,330xx,FL,8 years,0.0
8909,13000.0,2008-02-11,debt_consolidation,,100%,705xx,LA,3 years,0.0
8910,13200.0,2008-02-11,debt_consolidation,571.0,14.86%,852xx,AZ,1 year,0.0
8911,15000.0,2008-02-11,other,667.0,17.52%,173xx,PA,10+ years,0.0
8912,500.0,2008-02-11,kfknyc,552.0,0.86%,331xx,FL,2 years,0.0
8913,20000.0,2008-02-11,home_improvement,,100%,112xx,NY,4 years,0.0
8914,1500.0,2008-02-11,other,661.0,39.99%,276xx,NC,8 years,0.0
8915,3000.0,2008-02-11,dizzy,629.0,12.79%,159xx,PA,10+ years,0.0
8916,25000.0,2008-02-11,vermom,619.0,26.12%,853xx,AZ,8 years,0.0
8917,15000.0,2008-02-11,debt_consolidation,599.0,20.68%,109xx,NY,10+ years,0.0
8918,20000.0,2008-02-11,major_purchase,685.0,95.51%,783xx,TX,10+ years,0.0
8919,8500.0,2008-02-11,debt_consolidation,649.0,43.39%,220xx,VA,6 years,0.0
8920,5000.0,2008-02-11,sfctgshort,557.0,26.85%,940xx,CA,10+ years,0.0
8921,15000.0,2008-02-11,debt_consolidation,661.0,24.52%,773xx,TX,8 years,0.0
8922,15000.0,2008-02-11,bballoo1,448.0,5.26%,347xx,FL,10+ years,0.0
8923,15000.0,2008-02-11,debt_consolidation,,100%,657xx,MO,10+ years,0.0
8924,5000.0,2008-02-11,shel12,501.0,59.4%,743xx,OK,8 years,0.0
8925,12000.0,2008-02-11,eldernyemsc,730.0,35.39%,852xx,AZ,1 year,0.0
8926,18000.0,2008-02-11,Consolidation,663.0,8.3%,923xx,CA,4 years,0.0
8927,10000.0,2008-02-11,NOLIMIT250,547.0,18.91%,685xx,NE,1 year,0.0
8928,1500.0,2008-02-12,herbruss,478.0,15.4%,923xx,CA,5 years,0.0
8929,2500.0,2008-02-12,other,,100%,454xx,OH,10+ years,0.0
8930,5000.0,2008-02-12,MagicMurry,637.0,24.04%,722xx,AR,10+ years,0.0
8931,8000.0,2008-02-12,comple rest of home down payment,700.0,7.83%,843xx,UT,5 years,0.0
8932,20000.0,2008-02-12,debt_consolidation,747.0,16.32%,996xx,AK,1 year,0.0
8933,6000.0,2008-02-12,DancingForHim,587.0,27.78%,800xx,CO,8 years,0.0
8934,4000.0,2008-02-12,lzcutebaby,471.0,0%,282xx,NC,1 year,0.0
8935,23000.0,2008-02-12,soccermom77,650.0,45.94%,400xx,KY,5 years,0.0
8936,15000.0,2008-02-12,debt_consolidation,596.0,9.78%,019xx,MA,6 years,0.0
8937,25000.0,2008-02-12,source,664.0,39.4%,981xx,WA,7 years,0.0
8938,7200.0,2008-02-12,C&C Debt payoff,694.0,9.97%,485xx,MI,10+ years,0.0
8939,15000.0,2008-02-12,debt_consolidation,653.0,17.33%,787xx,TX,< 1 year,0.0
8940,15000.0,2008-02-12,raybird,653.0,20%,787xx,TX,< 1 year,0.0
8941,20000.0,2008-02-12,debt_consolidation,618.0,19.75%,750xx,TX,10+ years,0.0
8942,25000.0,2008-02-12,kp005415,717.0,6.47%,957xx,CA,< 1 year,0.0
8943,18000.0,2008-02-12,ajgilb,688.0,7.23%,914xx,CA,8 years,0.0
8944,20000.0,2008-02-12,HelmetCameraCentral,625.0,10.76%,960xx,CA,10+ years,0.0
8945,12000.0,2008-02-12,Lauren,795.0,21.1%,320xx,FL,10+ years,0.0
8946,22000.0,2008-02-12,debt_consolidation,731.0,37.54%,229xx,VA,10+ years,0.0
8947,2500.0,2008-02-12,other,648.0,22.86%,325xx,FL,10+ years,0.0
8948,25000.0,2008-02-12,stonetile8,525.0,0%,926xx,CA,10+ years,0.0
8949,4000.0,2008-02-12,pisancantos34,693.0,11.85%,280xx,NC,1 year,0.0
8950,25000.0,2008-02-12,boobie,679.0,8.77%,980xx,WA,< 1 year,0.0
8951,1500.0,2008-02-12,Wimdog2345,554.0,29.7%,539xx,WI,< 1 year,0.0
8952,2050.0,2008-02-12,jim86,634.0,75782.61%,935xx,CA,1 year,0.0
8953,10275.0,2008-02-12,ashleyLouis,0.0,0%,112xx,NY,1 year,0.0
8954,3000.0,2008-02-12,hardwire187,0.0,0%,973xx,OR,< 1 year,0.0
8955,20000.0,2008-02-12,mobilemech,541.0,3.06%,282xx,NC,1 year,0.0
8956,10000.0,2008-02-12,debt_consolidation,692.0,8.3%,604xx,IL,10+ years,0.0
8957,15450.0,2008-02-12,I am eliminating my debt,690.0,23.24%,381xx,TN,4 years,0.0
8958,25000.0,2008-02-12,lukerduncan,613.0,3.36%,981xx,WA,2 years,0.0
8959,15000.0,2008-02-12,osoch,610.0,1.35%,072xx,NJ,4 years,0.0
8960,25000.0,2008-02-12,kaykay34,582.0,28.76%,325xx,FL,3 years,0.0
8961,7925.0,2008-02-12,Consolidation loan,690.0,10.78%,193xx,PA,4 years,0.0
8962,6000.0,2008-02-12,other,661.0,3.73%,073xx,NJ,4 years,0.0
8963,15000.0,2008-02-12,short_term_debtor,669.0,39.69%,078xx,NJ,9 years,0.0
8964,8000.0,2008-02-12,other,636.0,20.15%,071xx,NJ,6 years,0.0
8965,5000.0,2008-02-12,fluttergirl,519.0,3.77%,432xx,OH,< 1 year,0.0
8966,5000.0,2008-02-12,debt_consolidation,597.0,0.87%,193xx,PA,1 year,0.0
8967,500.0,2008-02-12,trlejeune,0.0,7.2%,705xx,LA,< 1 year,0.0
8968,10000.0,2008-02-12,TeacherT,512.0,0%,447xx,OH,10+ years,0.0
8969,2600.0,2008-02-12,Jsh989p,477.0,3.22%,121xx,NY,1 year,0.0
8970,7500.0,2008-02-12,rockorocko,422.0,2.44%,918xx,CA,7 years,0.0
8971,4500.0,2008-02-12,ingrid,585.0,21.76%,712xx,LA,7 years,0.0
8972,7000.0,2008-02-12,Consolidating my credit card debt,658.0,13.08%,496xx,MI,1 year,0.0
8973,3500.0,2008-02-12,An investment that will come through,589.0,3.03%,852xx,AZ,3 years,0.0
8974,3475.0,2008-02-12,PhDStudent,640.0,43.69%,981xx,WA,5 years,0.0
8975,30000.0,2008-02-12,MarathonRunner,765.0,30.84%,802xx,CO,< 1 year,0.0
8976,12000.0,2008-02-12,Paying off a loan,718.0,5.75%,281xx,NC,4 years,0.0
8977,20000.0,2008-02-12,gobucks,634.0,3.87%,430xx,OH,10+ years,0.0
8978,10000.0,2008-02-12,vacation,696.0,10.44%,606xx,IL,1 year,0.0
8979,25000.0,2008-02-12,rn1,581.0,36%,356xx,AL,< 1 year,0.0
8980,5000.0,2008-02-12,CLP1976,564.0,12.29%,754xx,TX,< 1 year,0.0
8981,2500.0,2008-02-12,keith felix,669.0,7.36%,207xx,MD,< 1 year,0.0
8982,7500.0,2008-02-12,Aksportsman,645.0,14.48%,995xx,AK,9 years,0.0
8983,14800.0,2008-02-12,nicoleto81,673.0,20.36%,997xx,AK,< 1 year,0.0
8984,13000.0,2008-02-12,Vending Machine Business,684.0,19.21%,773xx,TX,< 1 year,0.0
8985,10000.0,2008-02-12,Babystuff23,696.0,13.92%,554xx,MN,1 year,0.0
8986,12000.0,2008-02-12,debt_consolidation,,100%,330xx,FL,10+ years,0.0
8987,10000.0,2008-02-12,softball_8_chick,657.0,29.46%,153xx,PA,4 years,0.0
8988,4787.0,2008-02-12,debt_consolidation,712.0,45.37%,262xx,WV,< 1 year,0.0
8989,25000.0,2008-02-12,LoanKittn,0.0,4.13%,920xx,CA,2 years,0.0
8990,20000.0,2008-02-12,debt_consolidation,667.0,25.36%,410xx,KY,5 years,0.0
8991,5000.0,2008-02-12,other,622.0,12.24%,070xx,NJ,10+ years,0.0
8992,15000.0,2008-02-12,debt_consolidation,668.0,28.91%,604xx,IL,8 years,0.0
8993,6000.0,2008-02-12,jackieross18,500.0,13.84%,606xx,IL,< 1 year,0.0
8994,15000.0,2008-02-12,debt_consolidation,719.0,30.15%,958xx,CA,4 years,0.0
8995,10000.0,2008-02-12,Inventory upgrade,674.0,8.83%,953xx,CA,5 years,0.0
8996,15000.0,2008-02-12,wesal94,647.0,5.34%,307xx,GA,< 1 year,0.0
8997,25000.0,2008-02-12,lamarr,581.0,17.8%,300xx,GA,< 1 year,0.0
8998,10000.0,2008-02-12,other,652.0,19.59%,228xx,VA,9 years,0.0
8999,8500.0,2008-02-12,Early.Ritirement,697.0,10.64%,554xx,MN,1 year,0.0
9000,15000.0,2008-02-12,other,721.0,3%,921xx,CA,10+ years,0.0
9001,22000.0,2008-02-12,2ukfans06,719.0,14.16%,275xx,NC,< 1 year,0.0
9002,10000.0,2008-02-12,major_purchase,,100%,933xx,CA,4 years,0.0
9003,12500.0,2008-02-12,debt_consolidation,0.0,0%,373xx,TN,10+ years,0.0
9004,10000.0,2008-02-12,jajoback,631.0,20.16%,239xx,VA,< 1 year,0.0
9005,7200.0,2008-02-12,for paying some bills,679.0,16.23%,078xx,NJ,10+ years,0.0
9006,2000.0,2008-02-12,red4golf,598.0,26.91%,980xx,WA,9 years,0.0
9007,10000.0,2008-02-12,mred4429,558.0,22.04%,339xx,FL,4 years,0.0
9008,25000.0,2008-02-12,MacStrategy,666.0,23.19%,601xx,IL,10+ years,0.0
9009,3000.0,2008-02-12,jm1409,668.0,53.34%,170xx,PA,< 1 year,0.0
9010,20000.0,2008-02-12,debt_consolidation,699.0,23.38%,809xx,CO,4 years,0.0
9011,2500.0,2008-02-12,eightlgddj,671.0,32.45%,402xx,KY,< 1 year,0.0
9012,4500.0,2008-02-12,*Debt Consolidation* I'd rather pay YOU!,574.0,1.11%,900xx,CA,3 years,0.0
9013,8000.0,2008-02-12,bill pay,668.0,4.07%,925xx,CA,< 1 year,0.0
9014,15000.0,2008-02-12,debt_consolidation,728.0,39.45%,953xx,CA,10+ years,0.0
9015,24000.0,2008-02-13,debt_consolidation,655.0,18.12%,104xx,NY,10+ years,0.0
9016,15000.0,2008-02-13,debt_consolidation,725.0,21.9%,973xx,OR,8 years,0.0
9017,10000.0,2008-02-13,tykel11,646.0,17.56%,482xx,MI,< 1 year,0.0
9018,1000.0,2008-02-13,weddellkw,555.0,17.45%,701xx,LA,< 1 year,0.0
9019,25000.0,2008-02-13,deacon46,497.0,0%,773xx,TX,< 1 year,0.0
9020,7000.0,2008-02-13,Get out of credit card debt,775.0,5.99%,100xx,NY,2 years,0.0
9021,12000.0,2008-02-13,consolidate debt,666.0,18.13%,293xx,SC,< 1 year,0.0
9022,7500.0,2008-02-13,pls7691,510.0,17.11%,142xx,NY,4 years,0.0
9023,5000.0,2008-02-13,aka0506,0.0,0%,112xx,NY,1 year,0.0
9024,10000.0,2008-02-13,debt_consolidation,,100%,926xx,CA,10+ years,0.0
9025,12000.0,2008-02-13,debt_consolidation,690.0,111.17%,191xx,PA,2 years,0.0
9026,23000.0,2008-02-13,debt_consolidation,667.0,32.12%,070xx,NJ,8 years,0.0
9027,11000.0,2008-02-13,debt_consolidation,,100%,648xx,MO,10+ years,0.0
9028,13000.0,2008-02-13,other,705.0,20.22%,011xx,MA,10+ years,0.0
9029,19000.0,2008-02-13,debt_consolidation,682.0,23.16%,681xx,NE,1 year,0.0
9030,20000.0,2008-02-13,debt_consolidation,722.0,75.37%,752xx,TX,10+ years,0.0
9031,10000.0,2008-02-13,Anewstart,469.0,0%,481xx,MI,< 1 year,0.0
9032,7000.0,2008-02-13,boostinggirl,669.0,14.9%,334xx,FL,2 years,0.0
9033,7600.0,2008-02-13,debt_consolidation,661.0,37.25%,548xx,WI,< 1 year,0.0
9034,15500.0,2008-02-13,debt_consolidation,726.0,28.94%,212xx,MD,10+ years,0.0
9035,4000.0,2008-02-13,New Vehicle,725.0,21.4%,891xx,NV,< 1 year,0.0
9036,5000.0,2008-02-13,dare2bu2,590.0,1.88%,337xx,FL,< 1 year,0.0
9037,25000.0,2008-02-13,2228,669.0,35.31%,770xx,TX,9 years,0.0
9038,5000.0,2008-02-13,lucy876,619.0,7.38%,113xx,NY,3 years,0.0
9039,2000.0,2008-02-13,Consolidate debt for better budget mgmt.,600.0,33.81%,604xx,IL,2 years,0.0
